SNP,freq_alt,MAF,n_missing,pct_missing
X2.1230,0.967562,0.032438,13,1.43
X2.1231,0.976269,0.023731,1,0.11
X2.1232,0.999448,0.000552,2,0.22
X.9.2789,0.896313,0.103687,39,4.3
X.9.2790,0.730599,0.269401,5,0.55
X2.1233,0.998885,0.001115,10,1.1
X.9.2791,0.865764,0.134236,95,10.47
X1.342,0.915084,0.084916,12,1.32
X.9.2792,0.884312,0.115688,21,2.32
X2.1234,0.927858,0.072142,6,0.66
X2.1235,0.931667,0.068333,7,0.77
X.9.2793,0.890503,0.109497,12,1.32
X2.1236,0.811024,0.188976,18,1.98
X.9.2794,0.951274,0.048726,4,0.44
X.9.2795,0.942714,0.057286,8,0.88
X.9.2796,0.942458,0.057542,12,1.32
X.9.2797,0.946607,0.053393,8,0.88
X.9.2798,0.966891,0.033109,16,1.76
X.9.2799,0.914539,0.085461,6,0.66
X.9.2800,0.948276,0.051724,8,0.88
X.9.2801,0.960089,0.039911,5,0.55
X2.1237,0.907735,0.092265,2,0.22
X.9.2802,0.999448,0.000552,2,0.22
X.9.2803,0.940782,0.059218,12,1.32
X2.1238,0.923973,0.076027,6,0.66
X.9.2804,0.993909,0.006091,4,0.44
X.9.2805,0.587125,0.412875,6,0.66
X1.343,0.647256,0.352744,14,1.54
X.9.2806,0.775862,0.224138,182,20.07
X.9.2807,0.573252,0.426748,6,0.66
X.9.2808,0.955866,0.044134,12,1.32
X.9.2809,0.672586,0.327414,6,0.66
X2.1239,0.938606,0.061394,3,0.33
X2.1240,0.842541,0.157459,2,0.22
X1.344,0.95204,0.04796,0,0.0
X2.1241,0.620575,0.379425,3,0.33
X.9.2810,0.960067,0.039933,18,1.98
X.9.2811,0.961197,0.038803,5,0.55
X2.1242,0.950883,0.049117,1,0.11
X2.1243,0.794085,0.205915,11,1.21
X.9.2812,0.99888,0.00112,14,1.54
X.9.2813,0.576923,0.423077,36,3.97
X2.1244,0.582686,0.417314,6,0.66
X.9.2814,0.984865,0.015135,15,1.65
X.9.2815,0.998324,0.001676,12,1.32
X.9.2816,0.896046,0.103954,123,13.56
X.9.2817,0.963006,0.036994,42,4.63
X2.1245,0.590556,0.409444,7,0.77
X.9.2818,0.903996,0.096004,6,0.66
X2.1246,0.778169,0.221831,55,6.06
X2.1247,0.936269,0.063731,44,4.85
X.9.2819,0.851711,0.148289,118,13.01
X0.70,0.619312,0.380688,6,0.66
X.9.2820,0.980556,0.019444,7,0.77
X.9.2821,0.913185,0.086815,141,15.55
X.9.2822,0.972472,0.027528,17,1.87
X.9.2823,0.981215,0.018785,2,0.22
X.9.2824,0.867403,0.132597,2,0.22
X.9.2825,0.565574,0.434426,53,5.84
X.9.2826,0.999401,0.000599,72,7.94
X.9.2827,0.966814,0.033186,3,0.33
X.9.2828,0.841814,0.158186,3,0.33
X.9.2829,0.990055,0.009945,2,0.22
X2.1248,0.998891,0.001109,5,0.55
X.9.2830,0.883959,0.116041,28,3.09
X2.1249,0.999419,0.000581,47,5.18
X.9.2831,0.789532,0.210468,9,0.99
X2.1250,0.851336,0.148664,9,0.99
X2.1251,0.999436,0.000564,21,2.32
X1.345,0.785152,0.214848,18,1.98
X.9.2832,0.904762,0.095238,4,0.44
X.9.2833,0.997783,0.002217,5,0.55
X2.1252,0.963889,0.036111,7,0.77
X.9.2834,0.901252,0.098748,188,20.73
X2.1253,0.920907,0.079093,3,0.33
X.9.2835,0.64877,0.35123,13,1.43
X.9.2836,0.95505,0.04495,6,0.66
X2.1254,0.785396,0.214604,10,1.1
X.9.2837,0.806471,0.193529,57,6.28
X1.346,0.886667,0.113333,7,0.77
X.9.2838,0.81625,0.18375,107,11.8
X2.1255,0.880556,0.119444,7,0.77
X1.347,0.852876,0.147124,3,0.33
X1.348,0.975083,0.024917,4,0.44
X.9.2839,0.972778,0.027222,7,0.77
X1.349,0.886083,0.113917,16,1.76
X.9.2840,0.568182,0.431818,71,7.83
X1.350,0.983925,0.016075,5,0.55
X.9.2841,0.698658,0.301342,162,17.86
X2.1256,0.826281,0.173719,9,0.99
X.9.2842,0.942568,0.057432,19,2.09
X.9.2843,0.832962,0.167038,9,0.99
X.9.2844,0.829942,0.170058,219,24.15
X.9.2845,0.996678,0.003322,4,0.44
X.9.2846,0.906202,0.093798,262,28.89
X2.1257,0.761958,0.238042,8,0.88
X1.351,0.971559,0.028441,28,3.09
X.9.2847,0.898117,0.101883,4,0.44
X2.1258,0.728443,0.271557,14,1.54
X.9.2848,0.529576,0.470424,11,1.21
X2.1259,0.966178,0.033822,20,2.21
X1.352,0.846667,0.153333,7,0.77
X.9.2849,0.733556,0.266444,10,1.1
X.9.2850,0.948619,0.051381,2,0.22
X2.1260,0.999439,0.000561,15,1.65
X.9.2851,0.998335,0.001665,6,0.66
X.9.2852,0.515487,0.484513,3,0.33
X.9.2853,0.966149,0.033851,6,0.66
X.9.2854,0.852349,0.147651,13,1.43
X.9.2855,0.748333,0.251667,7,0.77
X2.1261,0.952244,0.047756,38,4.19
X.9.2856,0.820399,0.179601,5,0.55
X.9.2857,0.52323,0.47677,3,0.33
X.9.2858,0.786585,0.213415,5,0.55
X2.1262,0.994942,0.005058,215,23.7
X.9.2859,0.99886,0.00114,30,3.31
X.9.2860,0.673377,0.326623,137,15.1
X.9.2861,0.93577,0.06423,4,0.44
X1.353,0.848592,0.151408,55,6.06
X2.1263,0.955752,0.044248,3,0.33
X.9.2862,0.985475,0.014525,12,1.32
X2.1264,0.968013,0.031987,16,1.76
X2.1265,0.918695,0.081305,3,0.33
X2.1266,0.985923,0.014077,19,2.09
X.9.2863,0.896667,0.103333,7,0.77
X.9.2864,0.788408,0.211592,191,21.06
X.9.2865,0.805917,0.194083,62,6.84
X.9.2866,0.999445,0.000555,6,0.66
X.9.2867,0.834107,0.165893,45,4.96
X.9.2868,0.978022,0.021978,270,29.77
X.9.2869,0.847019,0.152981,18,1.98
X.9.2870,0.94084,0.05916,645,71.11
X.9.2871,0.706437,0.293563,6,0.66
X.9.2872,0.964484,0.035516,6,0.66
X2.1267,0.641982,0.358018,9,0.99
X2.1268,0.950331,0.049669,1,0.11
X.9.2873,0.892123,0.107877,31,3.42
X.9.2874,0.86626,0.13374,6,0.66
X.9.2875,0.933709,0.066291,198,21.83
X2.1269,0.916295,0.083705,11,1.21
X.9.2876,0.877242,0.122758,15,1.65
X2.1270,0.948603,0.051397,12,1.32
X.9.2877,0.934298,0.065702,9,0.99
X2.1271,0.771167,0.228833,33,3.64
X.9.2878,0.520344,0.479656,268,29.55
X.9.2879,0.999446,0.000554,5,0.55
X.9.2880,0.866667,0.133333,7,0.77
X2.1272,0.977901,0.022099,2,0.22
X2.1273,0.996659,0.003341,9,0.99
X.9.2881,0.794772,0.205228,8,0.88
X.9.2882,0.999446,0.000554,5,0.55
X2.1274,0.797222,0.202778,7,0.77
X.9.2883,0.686318,0.313682,8,0.88
X.9.2884,0.552895,0.447105,9,0.99
X.9.2885,0.88206,0.11794,4,0.44
X.9.2886,0.881696,0.118304,11,1.21
X.9.2887,0.586905,0.413095,67,7.39
X.9.2888,0.999432,0.000568,26,2.87
X.9.2889,0.979976,0.020024,83,9.15
X2.1275,0.953889,0.046111,7,0.77
X2.1276,0.903101,0.096899,4,0.44
X.9.2890,0.999415,0.000585,53,5.84
X2.1277,0.963808,0.036192,9,0.99
X.9.2891,0.813266,0.186734,10,1.1
X2.1278,0.935424,0.064576,94,10.36
X1.354,0.599778,0.400222,5,0.55
X1.355,0.865579,0.134421,18,1.98
X.9.2892,0.845361,0.154639,34,3.75
X.9.2893,0.999386,0.000614,93,10.25
X.9.2894,0.957338,0.042662,28,3.09
X.9.2895,0.964049,0.035951,3,0.33
X.9.2896,0.999446,0.000554,5,0.55
X.9.2897,0.963929,0.036071,6,0.66
X2.1279,0.905896,0.094104,25,2.76
X0.71,0.680602,0.319398,10,1.1
X.9.2898,0.941769,0.058231,14,1.54
X2.1280,0.995,0.005,7,0.77
X.9.2899,0.854374,0.145626,4,0.44
X2.1281,0.945749,0.054251,13,1.43
X2.1282,0.924862,0.075138,2,0.22
X.9.2900,0.500584,0.499416,51,5.62
X2.1283,0.999448,0.000552,1,0.11
X.9.2901,0.673356,0.326644,10,1.1
X.9.2902,0.597175,0.402825,22,2.43
X.9.2903,0.891593,0.108407,3,0.33
X.9.2904,0.835509,0.164491,141,15.55
X.9.2905,0.998861,0.001139,29,3.2
X.9.2906,0.953395,0.046605,38,4.19
X.9.2907,0.888337,0.111663,101,11.14
X.9.2908,0.962348,0.037652,4,0.44
X.9.2909,0.756083,0.243917,85,9.37
X.9.2910,0.875277,0.124723,5,0.55
X.9.2911,0.984813,0.015187,51,5.62
X.9.2912,0.74,0.26,32,3.53
X.9.2913,0.95777,0.04223,19,2.09
X1.356,0.905345,0.094655,9,0.99
X1.357,0.762332,0.237668,15,1.65
X.9.2914,0.987845,0.012155,2,0.22
X2.1284,0.996602,0.003398,24,2.65
X.9.2915,0.661218,0.338782,20,2.21
X.9.2916,0.836943,0.163057,122,13.45
X2.1285,0.999444,0.000556,8,0.88
X.9.2917,0.875417,0.124583,8,0.88
X2.1286,0.933001,0.066999,4,0.44
X2.1287,0.985523,0.014477,9,0.99
X.9.2918,0.844617,0.155383,6,0.66
X.9.2919,0.862914,0.137086,152,16.76
X2.1288,0.857301,0.142699,3,0.33
X2.1289,0.757492,0.242508,6,0.66
X.9.2920,0.971761,0.028239,4,0.44
X1.358,0.637625,0.362375,6,0.66
X.9.2921,0.771626,0.228374,40,4.41
X.9.2922,0.981829,0.018171,54,5.95
X.9.2923,0.810134,0.189866,9,0.99
X.9.2924,0.901895,0.098105,10,1.1
X1.359,0.566519,0.433481,5,0.55
X.9.2925,0.929577,0.070423,126,13.89
X2.1290,0.891232,0.108768,6,0.66
X2.1291,1.0,0.0,12,1.32
X.9.2926,0.890365,0.109635,4,0.44
X.9.2927,0.71,0.29,7,0.77
X2.1292,0.978309,0.021691,8,0.88
X.9.2928,0.606492,0.393508,29,3.2
X.9.2929,0.979444,0.020556,7,0.77
X.9.2930,0.877506,0.122494,9,0.99
X.9.2931,0.849558,0.150442,3,0.33
X2.1293,0.671209,0.328791,63,6.95
X.9.2932,0.998865,0.001135,26,2.87
X2.1294,0.964719,0.035281,0,0.0
X.9.2933,0.965232,0.034768,1,0.11
X.9.2934,0.965868,0.034132,72,7.94
X2.1295,0.999445,0.000555,6,0.66
X.9.2935,0.979558,0.020442,2,0.22
X2.1296,0.93459,0.06541,5,0.55
X1.360,0.652392,0.347608,8,0.88
X.9.2936,0.906355,0.093645,10,1.1
X2.1297,0.967149,0.032851,9,0.99
X2.1298,1.0,0.0,12,1.32
X.9.2937,0.796782,0.203218,68,7.5
X.9.2938,0.838154,0.161846,8,0.88
X2.1299,0.872364,0.127636,6,0.66
X.9.2939,0.690797,0.309203,16,1.76
X2.1300,0.95923,0.04077,24,2.65
X.9.2940,0.765329,0.234671,10,1.1
X.9.2941,0.650997,0.349003,205,22.6
X.9.2942,0.998094,0.001906,120,13.23
X.9.2943,0.507618,0.492382,185,20.4
X2.1301,0.780374,0.219626,51,5.62
X.9.2944,0.813212,0.186788,29,3.2
X.9.2945,0.893023,0.106977,47,5.18
X.9.2946,0.518333,0.481667,7,0.77
X.9.2947,0.969118,0.030882,227,25.03
X2.1302,0.80971,0.19029,11,1.21
X.9.2948,0.528285,0.471715,359,39.58
X.9.2949,0.660377,0.339623,6,0.66
X2.1303,0.976219,0.023781,66,7.28
X.9.2950,0.691406,0.308594,139,15.33
X.9.2951,0.84417,0.15583,15,1.65
X.9.2952,0.755359,0.244641,114,12.57
X2.1304,0.926239,0.073761,19,2.09
X.9.2953,0.89922,0.10078,9,0.99
X.9.2954,0.957825,0.042175,6,0.66
X2.1305,0.858764,0.141236,114,12.57
X.9.2955,0.907216,0.092784,34,3.75
X.9.2956,0.647594,0.352406,138,15.21
X.9.2957,1.0,0.0,39,4.3
X.9.2958,0.948488,0.051512,14,1.54
X.9.2959,0.998891,0.001109,5,0.55
X.9.2960,0.983763,0.016237,14,1.54
X.9.2961,0.818535,0.181465,6,0.66
X.9.2962,0.81676,0.18324,12,1.32
X.9.2963,0.965116,0.034884,4,0.44
X.9.2964,0.921171,0.078829,19,2.09
X.9.2965,0.953602,0.046398,88,9.7
X.9.2966,0.999443,0.000557,10,1.1
X2.1306,0.92691,0.07309,4,0.44
X.9.2967,0.998896,0.001104,1,0.11
X.9.2968,0.999361,0.000639,124,13.67
X2.1307,0.980088,0.019912,3,0.33
X2.1308,0.959887,0.040113,22,2.43
X.9.2969,0.90788,0.09212,6,0.66
X.9.2970,0.935706,0.064294,36,3.97
X2.1309,0.982281,0.017719,4,0.44
X.9.2971,0.884146,0.115854,5,0.55
X.9.2972,0.988184,0.011816,103,11.36
X2.1310,0.999447,0.000553,3,0.33
X1.361,0.754707,0.245293,4,0.44
X2.1311,0.977323,0.022677,3,0.33
X2.1312,0.881375,0.118625,5,0.55
X.9.2973,0.786799,0.213201,51,5.62
X.9.2974,0.898889,0.101111,7,0.77
X.9.2975,0.691667,0.308333,7,0.77
X.9.2976,0.771318,0.228682,778,85.78
X.9.2977,0.999443,0.000557,9,0.99
X2.1313,0.884254,0.115746,56,6.17
X2.1314,0.929062,0.070938,33,3.64
X.9.2978,0.997235,0.002765,3,0.33
X.9.2979,0.697442,0.302558,8,0.88
X.9.2980,0.763304,0.236696,5,0.55
X0.72,0.726247,0.273753,65,7.17
X2.1315,0.966551,0.033449,40,4.41
X.9.2981,0.708565,0.291435,8,0.88
X.9.2982,0.665367,0.334633,9,0.99
X.9.2983,0.735786,0.264214,10,1.1
X2.1316,0.928413,0.071587,6,0.66
X.9.2984,0.988889,0.011111,7,0.77
X.9.2985,0.97619,0.02381,4,0.44
X2.1317,0.976693,0.023307,6,0.66
X.9.2986,0.831292,0.168708,9,0.99
X.9.2987,0.912146,0.087854,59,6.5
X2.1318,0.983978,0.016022,2,0.22
X.9.2988,0.863787,0.136213,4,0.44
X2.1319,0.854535,0.145465,3,0.33
X.9.2989,0.845384,0.154616,8,0.88
X.9.2990,0.972345,0.027655,3,0.33
X.9.2991,0.977778,0.022222,7,0.77
X.9.2992,0.930155,0.069845,5,0.55
X.9.2993,0.928018,0.071982,4,0.44
X.9.2994,0.977248,0.022752,6,0.66
X1.362,0.517523,0.482477,51,5.62
X.9.2995,0.783574,0.216426,6,0.66
X2.1320,0.942414,0.057586,4,0.44
X.9.2996,0.941242,0.058758,5,0.55
X.9.2997,0.824713,0.175287,37,4.08
X2.1321,0.930101,0.069899,20,2.21
X.9.2998,0.862069,0.137931,8,0.88
X.9.2999,0.627765,0.372235,3,0.33
X.9.3000,0.651717,0.348283,4,0.44
X2.1322,0.914016,0.085984,58,6.39
X2.1323,0.906874,0.093126,5,0.55
X2.1324,0.8,0.2,42,4.63
X.9.3001,0.982797,0.017203,6,0.66
X.9.3002,0.578341,0.421659,39,4.3
X.9.3003,0.647715,0.352285,10,1.1
X0.73,0.658739,0.341261,3,0.33
X2.1325,0.670759,0.329241,11,1.21
X.9.3004,0.978889,0.021111,7,0.77
X2.1326,0.890519,0.109481,21,2.32
X2.1327,0.847898,0.152102,3,0.33
X2.1328,0.980642,0.019358,3,0.33
X.9.3005,0.983333,0.016667,67,7.39
X2.1329,0.99884,0.00116,45,4.96
X.9.3006,0.985665,0.014335,35,3.86
X.9.3007,0.736517,0.263483,17,1.87
X2.1330,0.961836,0.038164,3,0.33
X.9.3008,0.84379,0.15621,126,13.89
X1.363,0.915836,0.084164,4,0.44
X2.1331,0.86918,0.13082,5,0.55
X1.364,0.7,0.3,27,2.98
X.9.3009,0.974828,0.025172,33,3.64
X.9.3010,0.973684,0.026316,109,12.02
X2.1332,0.962264,0.037736,6,0.66
X2.1333,0.974642,0.025358,0,0.0
X2.1334,0.793757,0.206243,10,1.1
X2.1335,0.942263,0.057737,41,4.52
X2.1336,0.985588,0.014412,5,0.55
X.9.3011,0.551991,0.448009,3,0.33
X.9.3012,0.686526,0.313474,9,0.99
X1.365,0.59878,0.40122,87,9.59
X2.1337,0.877095,0.122905,12,1.32
X0.74,0.755479,0.244521,40,4.41
X.9.3013,0.694282,0.305718,50,5.51
X.9.3014,0.557243,0.442757,51,5.62
X.9.3015,0.64938,0.35062,20,2.21
X1.366,0.607666,0.392334,20,2.21
X.9.3016,0.998343,0.001657,2,0.22
X1.367,0.623465,0.376535,174,19.18
X2.1338,0.957317,0.042683,5,0.55
X.9.3017,0.792186,0.207814,24,2.65
X.9.3018,0.944013,0.055987,5,0.55
X2.1339,0.706704,0.293296,12,1.32
X.9.3019,0.998339,0.001661,4,0.44
X.9.3020,0.501116,0.498884,11,1.21
X1.368,0.598094,0.401906,15,1.65
X2.1340,0.979167,0.020833,187,20.62
X2.1341,0.978477,0.021523,1,0.11
X.9.3021,0.549665,0.450335,11,1.21
X.9.3022,0.827202,0.172798,10,1.1
X.9.3023,0.619165,0.380835,93,10.25
X.9.3024,0.710836,0.289164,58,6.39
X.9.3025,0.880023,0.119977,36,3.97
X2.1342,0.683626,0.316374,52,5.73
X2.1343,0.598305,0.401695,22,2.43
X2.1344,0.923841,0.076159,1,0.11
X.9.3026,0.721332,0.278668,96,10.58
X.9.3027,0.861049,0.138951,11,1.21
X.9.3028,0.982584,0.017416,17,1.87
X.9.3029,0.646341,0.353659,5,0.55
X.9.3030,0.841549,0.158451,55,6.06
X2.1345,0.998849,0.001151,38,4.19
X.9.3031,0.823529,0.176471,6,0.66
X.9.3032,0.793792,0.206208,5,0.55
X.9.3033,0.673267,0.326733,99,10.92
X2.1346,0.970457,0.029543,10,1.1
X.9.3034,0.907303,0.092697,17,1.87
X2.1347,0.918232,0.081768,2,0.22
X.9.3035,0.738231,0.261769,206,22.71
X.9.3036,0.975446,0.024554,11,1.21
X2.1348,0.99281,0.00719,3,0.33
X.9.3037,0.858343,0.141657,14,1.54
X2.1349,0.794318,0.205682,27,2.98
X.9.3038,0.999332,0.000668,158,17.42
X.9.3039,0.973506,0.026494,20,2.21
X.9.3040,0.999448,0.000552,2,0.22
X1.369,0.598889,0.401111,7,0.77
X2.1350,0.963565,0.036435,15,1.65
X.9.3041,0.618613,0.381387,85,9.37
X.9.3042,0.961752,0.038248,5,0.55
X.9.3043,0.921729,0.078271,51,5.62
X.9.3044,0.999448,0.000552,2,0.22
X1.370,0.640374,0.359626,159,17.53
X.9.3045,0.998875,0.001125,18,1.98
X1.371,0.512821,0.487179,10,1.1
X.9.3046,0.749356,0.250644,131,14.44
X.9.3047,0.75139,0.24861,8,0.88
X.9.3048,0.88204,0.11796,250,27.56
X.9.3049,0.655269,0.344731,15,1.65
X.9.3050,0.801505,0.198495,43,4.74
X2.1351,0.669222,0.330778,59,6.5
X.9.3051,0.799092,0.200908,26,2.87
X.9.3052,0.753986,0.246014,29,3.2
X.9.3053,0.96958,0.03042,3,0.33
